CHAMP1,CHAMP2,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Lucian,Alistar,19,0,19,1.0,0.0,2016,Summer,Blue
Kindred,Taric,3,0,3,1.0,0.0,2016,Summer,Red
Twitch,Taric,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Trundle,4,0,4,1.0,0.0,2016,Summer,Blue
Ezreal,Trundle,6,0,6,1.0,0.0,2016,Summer,Blue
Poppy,Elise,3,7,10,0.3,0.7,2016,Summer,Red
Ekko,LeeSin,1,3,4,0.25,0.75,2016,Summer,Blue
LeeSin,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
LeeSin,Braum,10,0,10,1.0,0.0,2016,Summer,Blue
Elise,Nautilus,3,0,3,1.0,0.0,2016,Summer,Red
Caitlyn,Nautilus,2,0,2,1.0,0.0,2016,Summer,Red
Elise,Nautilus,4,0,4,1.0,0.0,2016,Summer,Blue
Sivir,Nautilus,4,0,4,1.0,0.0,2016,Summer,Blue
LeeSin,Azir,2,0,2,1.0,0.0,2016,Summer,Red
LeeSin,Janna,1,0,1,1.0,0.0,2016,Summer,Red
Kalista,Janna,1,0,1,1.0,0.0,2016,Summer,Red
Jayce,LeeSin,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Red
LeeSin,Vladimir,2,0,2,1.0,0.0,2016,Summer,Red
LeeSin,Thresh,4,0,4,1.0,0.0,2016,Summer,Red
LeeSin,Swain,1,0,1,1.0,0.0,2016,Summer,Blue
Ezreal,Thresh,6,0,6,1.0,0.0,2016,Summer,Red
Fizz,Elise,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Blue
RekSai,Nautilus,4,0,4,1.0,0.0,2016,Summer,Red
Caitlyn,Trundle,2,0,2,1.0,0.0,2016,Summer,Red
Kindred,Swain,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Thresh,6,0,6,1.0,0.0,2016,Summer,Red
Nautilus,Nidalee,1,1,2,0.5,0.5,2016,Summer,Blue
Nidalee,Bard,17,0,17,1.0,0.0,2016,Summer,Blue
LeeSin,Viktor,1,0,1,1.0,0.0,2016,Summer,Red
Ekko,Graves,6,9,15,0.4,0.6,2016,Summer,Red
Graves,Trundle,6,0,6,1.0,0.0,2016,Summer,Red
Elise,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
Kindred,Orianna,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Janna,3,0,3,1.0,0.0,2016,Summer,Red
Zac,LeeSin,0,1,1,0.0,1.0,2016,Summer,Red
Gragas,Nidalee,6,0,6,1.0,0.0,2016,Summer,Blue
Nidalee,Zed,1,0,1,1.0,0.0,2016,Summer,Blue
Trundle,Kindred,2,6,8,0.25,0.75,2016,Summer,Red
Kindred,Leblanc,4,0,4,1.0,0.0,2016,Summer,Red
Lucian,Thresh,8,0,8,1.0,0.0,2016,Summer,Red
Gragas,LeeSin,1,0,1,1.0,0.0,2016,Summer,Red
LeeSin,Zyra,8,0,8,1.0,0.0,2016,Summer,Red
Gragas,Khazix,1,1,2,0.5,0.5,2016,Summer,Blue
Khazix,Vladimir,1,0,1,1.0,0.0,2016,Summer,Blue
Khazix,Nami,2,0,2,1.0,0.0,2016,Summer,Blue
RekSai,Yasuo,1,0,1,1.0,0.0,2016,Summer,Red
Nidalee,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
Jinx,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Maokai,Khazix,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Khazix,Lissandra,1,0,1,1.0,0.0,2016,Summer,Red
Khazix,Nami,3,0,3,1.0,0.0,2016,Summer,Red
Poppy,Gragas,4,3,7,0.5714285714285714,0.42857142857142855,2016,Summer,Red
Irelia,Kindred,2,5,7,0.2857142857142857,0.7142857142857143,2016,Summer,Blue
Fizz,Gragas,1,3,4,0.25,0.75,2016,Summer,Red
Gragas,Anivia,2,0,2,1.0,0.0,2016,Summer,Red
Gragas,Zyra,4,0,4,1.0,0.0,2016,Summer,Red
Elise,Zilean,1,0,1,1.0,0.0,2016,Summer,Red
Caitlyn,TahmKench,3,0,3,1.0,0.0,2016,Summer,Red
Gragas,LeeSin,1,0,1,1.0,0.0,2016,Summer,Blue
Draven,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Khazix,Leblanc,1,0,1,1.0,0.0,2016,Summer,Red
Khazix,Azir,1,0,1,1.0,0.0,2016,Summer,Blue
Kalista,Nami,1,0,1,1.0,0.0,2016,Summer,Blue
Elise,Fizz,2,0,2,1.0,0.0,2016,Summer,Red
Draven,Karma,1,0,1,1.0,0.0,2016,Summer,Red
Poppy,Elise,10,8,18,0.5555555555555556,0.4444444444444444,2016,Summer,Blue
MissFortune,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Gragas,Zed,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Elise,1,3,4,0.25,0.75,2016,Summer,Blue
Elise,Nami,26,0,26,1.0,0.0,2016,Summer,Blue
Vayne,Nami,1,0,1,1.0,0.0,2016,Summer,Blue
Poppy,RekSai,7,4,11,0.6363636363636364,0.36363636363636365,2016,Summer,Blue
Olaf,Elise,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Red
Caitlyn,Nami,9,0,9,1.0,0.0,2016,Summer,Red
Gragas,Janna,9,0,9,1.0,0.0,2016,Summer,Red
Caitlyn,Janna,6,0,6,1.0,0.0,2016,Summer,Red
Gragas,Graves,0,3,3,0.0,1.0,2016,Summer,Blue
Gragas,Janna,8,0,8,1.0,0.0,2016,Summer,Blue
Caitlyn,Janna,7,0,7,1.0,0.0,2016,Summer,Blue
Kindred,Lissandra,1,0,1,1.0,0.0,2016,Summer,Red
Nautilus,Elise,0,1,1,0.0,1.0,2016,Summer,Blue
Maokai,Nidalee,6,4,10,0.6,0.4,2016,Summer,Red
Nidalee,Azir,1,0,1,1.0,0.0,2016,Summer,Red
Poppy,Kindred,1,4,5,0.2,0.8,2016,Summer,Red
Olaf,Kindred,1,0,1,1.0,0.0,2016,Summer,Blue
Shen,Khazix,0,1,1,0.0,1.0,2016,Summer,Red
Khazix,Ryze,1,0,1,1.0,0.0,2016,Summer,Red
Illaoi,RekSai,1,1,2,0.5,0.5,2016,Summer,Blue
Olaf,RekSai,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Blue
RekSai,Fizz,2,0,2,1.0,0.0,2016,Summer,Blue
Ezreal,Thresh,7,0,7,1.0,0.0,2016,Summer,Blue
Ezreal,Soraka,5,0,5,1.0,0.0,2016,Summer,Red
Elise,Zilean,2,0,2,1.0,0.0,2016,Summer,Blue
Gragas,RekSai,1,3,4,0.25,0.75,2016,Summer,Red
Poppy,RekSai,4,10,14,0.2857142857142857,0.7142857142857143,2016,Summer,Red
Gnar,LeeSin,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Blue
LeeSin,Azir,1,0,1,1.0,0.0,2016,Summer,Blue
Gragas,Elise,1,1,2,0.5,0.5,2016,Summer,Blue
Nidalee,Fizz,1,0,1,1.0,0.0,2016,Summer,Red
Rumble,Olaf,4,5,9,0.4444444444444444,0.5555555555555556,2016,Summer,Red
Gragas,Varus,3,0,3,1.0,0.0,2016,Summer,Red
Elise,Vladimir,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Hecarim,0,1,1,0.0,1.0,2016,Summer,Blue
Gragas,Kindred,1,1,2,0.5,0.5,2016,Summer,Red
Elise,Ryze,2,0,2,1.0,0.0,2016,Summer,Red
Gragas,Swain,3,0,3,1.0,0.0,2016,Summer,Red
Hecarim,Ryze,2,0,2,1.0,0.0,2016,Summer,Blue
Nidalee,Cassiopeia,3,0,3,1.0,0.0,2016,Summer,Red
Nidalee,Thresh,5,0,5,1.0,0.0,2016,Summer,Red
Nidalee,TahmKench,8,0,8,1.0,0.0,2016,Summer,Blue
Elise,Syndra,1,0,1,1.0,0.0,2016,Summer,Blue
Shen,LeeSin,0,4,4,0.0,1.0,2016,Summer,Red
LeeSin,Karma,15,0,15,1.0,0.0,2016,Summer,Red
Graves,Azir,2,0,2,1.0,0.0,2016,Summer,Blue
Graves,Taric,4,0,4,1.0,0.0,2016,Summer,Blue
Draven,Nami,1,0,1,1.0,0.0,2016,Summer,Red
RekSai,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
Elise,Nami,29,0,29,1.0,0.0,2016,Summer,Red
Gnar,Graves,3,3,6,0.5,0.5,2016,Summer,Blue
Kennen,Elise,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Gnar,Olaf,3,6,9,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Olaf,Zilean,1,0,1,1.0,0.0,2016,Summer,Red
Gnar,Kindred,5,1,6,0.8333333333333334,0.16666666666666666,2016,Summer,Blue
Kindred,Viktor,2,0,2,1.0,0.0,2016,Summer,Blue
Kindred,Janna,3,0,3,1.0,0.0,2016,Summer,Blue
Draven,Bard,1,0,1,1.0,0.0,2016,Summer,Red
Gnar,Hecarim,2,4,6,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Hecarim,Thresh,3,0,3,1.0,0.0,2016,Summer,Red
Swain,Nidalee,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Blue
Jhin,Nami,16,0,16,1.0,0.0,2016,Summer,Red
Lissandra,Hecarim,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Blue
Hecarim,Swain,1,0,1,1.0,0.0,2016,Summer,Blue
Jayce,Gragas,0,1,1,0.0,1.0,2016,Summer,Red
Olaf,Varus,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Thresh,3,0,3,1.0,0.0,2016,Summer,Blue
Rumble,LeeSin,3,2,5,0.6,0.4,2016,Summer,Blue
LeeSin,Vladimir,4,0,4,1.0,0.0,2016,Summer,Blue
Graves,Vladimir,2,0,2,1.0,0.0,2016,Summer,Blue
Nidalee,Kassadin,3,0,3,1.0,0.0,2016,Summer,Red
Taliyah,RekSai,1,0,1,1.0,0.0,2016,Summer,Blue
Gnar,Kindred,4,2,6,0.6666666666666666,0.3333333333333333,2016,Summer,Red
RekSai,Kassadin,1,0,1,1.0,0.0,2016,Summer,Red
Sivir,Janna,4,0,4,1.0,0.0,2016,Summer,Red
Kindred,Taliyah,2,0,2,1.0,0.0,2016,Summer,Blue
Kindred,Thresh,4,0,4,1.0,0.0,2016,Summer,Blue
Taliyah,RekSai,1,1,2,0.5,0.5,2016,Summer,Red
Olaf,LeeSin,0,1,1,0.0,1.0,2016,Summer,Red
Swain,Olaf,0,1,1,0.0,1.0,2016,Summer,Blue
Olaf,Kassadin,2,0,2,1.0,0.0,2016,Summer,Blue
Fizz,Nidalee,0,2,2,0.0,1.0,2016,Summer,Red
Trundle,Nunu,0,1,1,0.0,1.0,2016,Summer,Blue
Nunu,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Nunu,TahmKench,1,0,1,1.0,0.0,2016,Summer,Blue
Lucian,TahmKench,2,0,2,1.0,0.0,2016,Summer,Blue
Draven,Braum,2,0,2,1.0,0.0,2016,Summer,Red
Olaf,Nidalee,1,0,1,1.0,0.0,2016,Summer,Red
Nidalee,Trundle,7,0,7,1.0,0.0,2016,Summer,Blue
Olaf,TwistedFate,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Janna,2,0,2,1.0,0.0,2016,Summer,Blue
Sivir,Janna,8,0,8,1.0,0.0,2016,Summer,Blue
Sivir,TahmKench,18,0,18,1.0,0.0,2016,Summer,Red
Olaf,Gangplank,1,0,1,1.0,0.0,2016,Summer,Blue
Gangplank,Olaf,1,1,2,0.5,0.5,2016,Summer,Red
Elise,Malzahar,3,0,3,1.0,0.0,2016,Summer,Blue
Lucian,Trundle,18,0,18,1.0,0.0,2016,Summer,Blue
Olaf,Taliyah,1,0,1,1.0,0.0,2016,Summer,Blue
Hecarim,Trundle,5,0,5,1.0,0.0,2016,Summer,Blue
Gnar,LeeSin,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Gangplank,Olaf,0,1,1,0.0,1.0,2016,Summer,Blue
Olaf,Gangplank,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Janna,1,0,1,1.0,0.0,2016,Summer,Red
Sivir,TahmKench,16,0,16,1.0,0.0,2016,Summer,Blue
Elise,Sona,1,0,1,1.0,0.0,2016,Summer,Red
Irelia,Rumble,1,0,1,1.0,0.0,2016,Summer,Blue
Rumble,Azir,1,0,1,1.0,0.0,2016,Summer,Blue
Rumble,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Gragas,KogMaw,2,0,2,1.0,0.0,2016,Summer,Red
Malzahar,Hecarim,2,0,2,1.0,0.0,2016,Summer,Blue
Urgot,Karma,1,0,1,1.0,0.0,2016,Summer,Red
Irelia,Hecarim,1,1,2,0.5,0.5,2016,Summer,Blue
Gangplank,Nidalee,3,5,8,0.375,0.625,2016,Summer,Red
Nidalee,Swain,2,0,2,1.0,0.0,2016,Summer,Red
Hecarim,Malzahar,2,0,2,1.0,0.0,2016,Summer,Blue
Fiora,Olaf,0,1,1,0.0,1.0,2016,Summer,Red
Olaf,TahmKench,1,0,1,1.0,0.0,2016,Summer,Red
TahmKench,Hecarim,0,1,1,0.0,1.0,2016,Summer,Red
Elise,Lulu,2,0,2,1.0,0.0,2016,Summer,Blue
KogMaw,Lulu,1,0,1,1.0,0.0,2016,Summer,Blue
Tristana,TahmKench,2,0,2,1.0,0.0,2016,Summer,Red
Tristana,Bard,1,0,1,1.0,0.0,2016,Summer,Blue
KogMaw,Braum,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Leblanc,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
Jax,Nidalee,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Kassadin,1,0,1,1.0,0.0,2016,Summer,Blue
Hecarim,Alistar,4,0,4,1.0,0.0,2016,Summer,Blue
Elise,Kayle,1,0,1,1.0,0.0,2016,Summer,Red
Akali,Hecarim,0,1,1,0.0,1.0,2016,Summer,Blue
Hecarim,Sion,1,0,1,1.0,0.0,2016,Summer,Blue
Jhin,Sion,1,0,1,1.0,0.0,2016,Summer,Blue
Tristana,Taric,3,0,3,1.0,0.0,2016,Summer,Blue
Olaf,Kassadin,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Alistar,3,0,3,1.0,0.0,2016,Summer,Red
Shen,Rumble,0,1,1,0.0,1.0,2016,Summer,Blue
Rumble,Vladimir,1,0,1,1.0,0.0,2016,Summer,Blue
Rumble,Braum,1,0,1,1.0,0.0,2016,Summer,Blue
KogMaw,Braum,4,0,4,1.0,0.0,2016,Summer,Blue
KogMaw,TahmKench,5,0,5,1.0,0.0,2016,Summer,Blue
Shen,Rengar,0,1,1,0.0,1.0,2016,Summer,Blue
Rengar,Ryze,1,0,1,1.0,0.0,2016,Summer,Blue
Rengar,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
KogMaw,Taric,2,0,2,1.0,0.0,2016,Summer,Red
LeeSin,TahmKench,5,0,5,1.0,0.0,2016,Summer,Red
Lucian,TahmKench,7,0,7,1.0,0.0,2016,Summer,Red
Shen,LeeSin,2,1,3,0.6666666666666666,0.3333333333333333,2016,Summer,Blue
LeeSin,Malzahar,1,0,1,1.0,0.0,2016,Summer,Blue
Hecarim,TwistedFate,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Alistar,11,0,11,1.0,0.0,2016,Summer,Red
Fiora,Graves,2,0,2,1.0,0.0,2016,Summer,Red
Graves,Ryze,1,0,1,1.0,0.0,2016,Summer,Red
Fiora,Olaf,0,1,1,0.0,1.0,2016,Summer,Blue
KogMaw,TahmKench,3,0,3,1.0,0.0,2016,Summer,Red
LeeSin,Alistar,5,0,5,1.0,0.0,2016,Summer,Red
Kindred,Kassadin,1,0,1,1.0,0.0,2016,Spring,Red
Kindred,Trundle,15,0,15,1.0,0.0,2016,Spring,Red
Gragas,Azir,1,0,1,1.0,0.0,2016,Spring,Red
Maokai,Elise,7,5,12,0.5833333333333334,0.4166666666666667,2016,Spring,Blue
Sivir,Morgana,2,0,2,1.0,0.0,2016,Spring,Blue
Jhin,Thresh,9,0,9,1.0,0.0,2016,Spring,Blue
Gragas,Elise,3,1,4,0.75,0.25,2016,Spring,Red
Elise,Gangplank,1,0,1,1.0,0.0,2016,Spring,Red
Gragas,Kindred,2,0,2,1.0,0.0,2016,Spring,Blue
Jhin,Trundle,3,0,3,1.0,0.0,2016,Spring,Blue
Graves,Kassadin,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Graves,5,4,9,0.5555555555555556,0.4444444444444444,2016,Spring,Blue
Ekko,LeeSin,2,1,3,0.6666666666666666,0.3333333333333333,2016,Spring,Blue
Trundle,Graves,5,2,7,0.7142857142857143,0.2857142857142857,2016,Spring,Blue
Ekko,LeeSin,2,1,3,0.6666666666666666,0.3333333333333333,2016,Spring,Red
LeeSin,Kassadin,1,0,1,1.0,0.0,2016,Spring,Red
Graves,Ryze,3,0,3,1.0,0.0,2016,Spring,Red
Graves,Thresh,10,0,10,1.0,0.0,2016,Spring,Red
Kindred,Nautilus,1,0,1,1.0,0.0,2016,Spring,Blue
Sivir,Nautilus,9,0,9,1.0,0.0,2016,Spring,Blue
Sivir,Thresh,5,0,5,1.0,0.0,2016,Spring,Blue
Ekko,Kindred,7,7,14,0.5,0.5,2016,Spring,Red
Kindred,Janna,3,0,3,1.0,0.0,2016,Spring,Red
Maokai,Kindred,8,9,17,0.47058823529411764,0.5294117647058824,2016,Spring,Blue
Kindred,Thresh,11,0,11,1.0,0.0,2016,Spring,Blue
Graves,Orianna,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Kindred,6,5,11,0.5454545454545454,0.45454545454545453,2016,Spring,Blue
Graves,TwistedFate,3,0,3,1.0,0.0,2016,Spring,Red
Graves,Zed,1,0,1,1.0,0.0,2016,Spring,Red
Graves,Kassadin,1,0,1,1.0,0.0,2016,Summer,Blue
Graves,Alistar,13,0,13,1.0,0.0,2016,Summer,Blue
Corki,Bard,1,0,1,1.0,0.0,2016,Summer,Blue
Ekko,Elise,8,10,18,0.4444444444444444,0.5555555555555556,2016,Summer,Blue
Elise,Taric,8,0,8,1.0,0.0,2016,Summer,Blue
Nidalee,Lissandra,3,0,3,1.0,0.0,2016,Summer,Red
Nidalee,Trundle,7,0,7,1.0,0.0,2016,Summer,Red
Lucian,Taric,10,0,10,1.0,0.0,2016,Summer,Blue
Kennen,Gragas,0,1,1,0.0,1.0,2016,Summer,Blue
Hecarim,Syndra,1,0,1,1.0,0.0,2016,Summer,Blue
Hecarim,TahmKench,3,0,3,1.0,0.0,2016,Summer,Blue
RekSai,Ekko,1,0,1,1.0,0.0,2016,Summer,Blue
Lucian,Soraka,1,0,1,1.0,0.0,2016,Summer,Blue
Gangplank,Elise,5,8,13,0.38461538461538464,0.6153846153846154,2016,Summer,Blue
Vayne,Alistar,2,0,2,1.0,0.0,2016,Summer,Red
Renekton,Elise,0,3,3,0.0,1.0,2016,Summer,Blue
Maokai,Nocturne,1,0,1,1.0,0.0,2017,Spring,Blue
Nocturne,Syndra,2,0,2,1.0,0.0,2017,Spring,Blue
Nocturne,Zyra,2,0,2,1.0,0.0,2017,Spring,Blue
RekSai,Ekko,1,0,1,1.0,0.0,2017,Spring,Red
RekSai,Taliyah,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Syndra,1,0,1,1.0,0.0,2017,Spring,Blue
Shen,LeeSin,14,17,31,0.45161290322580644,0.5483870967741935,2017,Spring,Red
Illaoi,RekSai,2,0,2,1.0,0.0,2017,Spring,Red
RekSai,Nautilus,2,0,2,1.0,0.0,2017,Spring,Red
Varus,Nautilus,3,0,3,1.0,0.0,2017,Spring,Red
Kennen,RekSai,0,2,2,0.0,1.0,2017,Spring,Red
RekSai,Taric,1,0,1,1.0,0.0,2017,Spring,Blue
Rengar,Taliyah,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Kassadin,1,0,1,1.0,0.0,2017,Spring,Red
Camille,Rumble,2,0,2,1.0,0.0,2017,Spring,Blue
Rumble,Orianna,2,0,2,1.0,0.0,2017,Spring,Blue
Rumble,Lulu,2,0,2,1.0,0.0,2017,Spring,Blue
Fiora,Olaf,0,1,1,0.0,1.0,2017,Spring,Red
Olaf,Taliyah,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Leblanc,3,0,3,1.0,0.0,2017,Spring,Blue
RekSai,TahmKench,9,0,9,1.0,0.0,2017,Spring,Red
Kled,Ivern,0,1,1,0.0,1.0,2017,Spring,Blue
Ivern,Katarina,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Malzahar,14,0,14,1.0,0.0,2017,Spring,Blue
Ashe,TahmKench,17,0,17,1.0,0.0,2017,Spring,Red
Olaf,Cassiopeia,4,0,4,1.0,0.0,2017,Spring,Blue
Shen,Rumble,1,0,1,1.0,0.0,2017,Spring,Red
Rumble,Ryze,2,0,2,1.0,0.0,2017,Spring,Red
Rumble,Bard,1,0,1,1.0,0.0,2017,Spring,Red
Rumble,Hecarim,0,1,1,0.0,1.0,2017,Spring,Blue
Hecarim,Jayce,1,0,1,1.0,0.0,2017,Spring,Blue
Hecarim,Zyra,2,0,2,1.0,0.0,2017,Spring,Blue
Poppy,Zac,2,0,2,1.0,0.0,2017,Spring,Red
Zac,Ryze,1,0,1,1.0,0.0,2017,Spring,Red
Zac,TahmKench,1,0,1,1.0,0.0,2017,Spring,Red
Poppy,Elise,11,10,21,0.5238095238095238,0.47619047619047616,2017,Spring,Red
Elise,Bard,3,0,3,1.0,0.0,2017,Spring,Red
Varus,Bard,3,0,3,1.0,0.0,2017,Spring,Red
Rengar,Mordekaiser,1,0,1,1.0,0.0,2017,Spring,Blue
Poppy,Olaf,0,2,2,0.0,1.0,2017,Spring,Red
Olaf,Katarina,1,0,1,1.0,0.0,2017,Spring,Red
Olaf,TahmKench,4,0,4,1.0,0.0,2017,Spring,Red
Illaoi,Elise,0,1,1,0.0,1.0,2017,Spring,Red
Illaoi,RekSai,0,2,2,0.0,1.0,2017,Spring,Blue
Ivern,Katarina,1,0,1,1.0,0.0,2017,Spring,Red
Zac,Orianna,1,0,1,1.0,0.0,2017,Spring,Red
Zac,Bard,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Alistar,3,0,3,1.0,0.0,2017,Spring,Red
Jhin,Alistar,4,0,4,1.0,0.0,2017,Spring,Red
RekSai,Bard,1,0,1,1.0,0.0,2017,Spring,Blue
Ashe,Bard,3,0,3,1.0,0.0,2017,Spring,Blue
Jayce,Khazix,1,3,4,0.25,0.75,2017,Spring,Red
Poppy,Ivern,7,1,8,0.875,0.125,2017,Spring,Blue
Ivern,Ryze,3,0,3,1.0,0.0,2017,Spring,Blue
RekSai,KogMaw,1,0,1,1.0,0.0,2017,Spring,Red
Ivern,Cassiopeia,3,0,3,1.0,0.0,2017,Spring,Red
Khazix,Bard,2,0,2,1.0,0.0,2017,Spring,Blue
Jhin,Bard,3,0,3,1.0,0.0,2017,Spring,Blue
Khazix,Nautilus,4,0,4,1.0,0.0,2017,Spring,Blue
Ashe,Nautilus,9,0,9,1.0,0.0,2017,Spring,Blue
Shen,Nocturne,0,1,1,0.0,1.0,2017,Spring,Red
Nocturne,Ryze,1,0,1,1.0,0.0,2017,Spring,Red
Nocturne,Karma,1,0,1,1.0,0.0,2017,Spring,Red
Khazix,Nautilus,2,0,2,1.0,0.0,2017,Spring,Red
Ashe,Nautilus,5,0,5,1.0,0.0,2017,Spring,Red
Shen,Warwick,1,1,2,0.5,0.5,2017,Spring,Red
Warwick,Katarina,1,0,1,1.0,0.0,2017,Spring,Red
Warwick,Lulu,2,0,2,1.0,0.0,2017,Spring,Red
Shen,Ivern,6,4,10,0.6,0.4,2017,Spring,Blue
Ivern,Bard,3,0,3,1.0,0.0,2017,Spring,Blue
Caitlyn,Bard,1,0,1,1.0,0.0,2017,Spring,Blue
Warwick,Ryze,1,0,1,1.0,0.0,2017,Spring,Red
Jayce,Ivern,1,2,3,0.3333333333333333,0.6666666666666666,2017,Spring,Red
Ivern,TahmKench,7,0,7,1.0,0.0,2017,Spring,Red
Maokai,Ivern,8,3,11,0.7272727272727273,0.2727272727272727,2017,Spring,Blue
Ivern,Corki,1,0,1,1.0,0.0,2017,Spring,Blue
Varus,Bard,2,0,2,1.0,0.0,2017,Spring,Blue
Elise,Katarina,1,0,1,1.0,0.0,2017,Spring,Red
Trundle,Ivern,1,0,1,1.0,0.0,2017,Spring,Blue
Olaf,Zed,1,0,1,1.0,0.0,2017,Spring,Red
Camille,Olaf,1,3,4,0.25,0.75,2017,Spring,Blue
Riven,Ivern,0,1,1,0.0,1.0,2017,Spring,Red
Ivern,Malzahar,14,0,14,1.0,0.0,2017,Spring,Red
RekSai,Nami,9,0,9,1.0,0.0,2017,Spring,Blue
MissFortune,Nami,2,0,2,1.0,0.0,2017,Spring,Blue
Rumble,Elise,3,7,10,0.3,0.7,2017,Spring,Red
Ivern,Camille,1,0,1,1.0,0.0,2017,Spring,Red
Ivern,Soraka,2,0,2,1.0,0.0,2017,Spring,Red
Ezreal,Soraka,2,0,2,1.0,0.0,2017,Spring,Red
Gnar,Ivern,1,1,2,0.5,0.5,2017,Spring,Red
Ivern,Cassiopeia,2,0,2,1.0,0.0,2017,Spring,Blue
Ivern,TahmKench,5,0,5,1.0,0.0,2017,Spring,Blue
Trundle,Rumble,0,1,1,0.0,1.0,2017,Spring,Red
Rumble,Zyra,1,0,1,1.0,0.0,2017,Spring,Red
Graves,Zilean,8,0,8,1.0,0.0,2017,Spring,Blue
Rumble,Nautilus,1,0,1,1.0,0.0,2017,Spring,Blue
Jhin,Nautilus,7,0,7,1.0,0.0,2017,Spring,Blue
Draven,Malzahar,2,0,2,1.0,0.0,2017,Spring,Blue
LeeSin,Zilean,2,0,2,1.0,0.0,2017,Spring,Blue
Jhin,Zilean,2,0,2,1.0,0.0,2017,Spring,Blue
Gangplank,LeeSin,3,1,4,0.75,0.25,2017,Spring,Blue
LeeSin,Varus,1,0,1,1.0,0.0,2017,Spring,Blue
MissFortune,Zyra,5,0,5,1.0,0.0,2017,Spring,Blue
Sivir,MissFortune,1,0,1,1.0,0.0,2017,Spring,Red
Kennen,MissFortune,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,Xerath,1,0,1,1.0,0.0,2017,Spring,Red
Fiora,Ivern,0,4,4,0.0,1.0,2017,Spring,Blue
Rumble,Warwick,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Warwick,Jayce,1,0,1,1.0,0.0,2017,Spring,Blue
Warwick,TahmKench,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Zed,2,0,2,1.0,0.0,2017,Spring,Red
Elise,TahmKench,10,0,10,1.0,0.0,2017,Spring,Blue
Khazix,Bard,4,0,4,1.0,0.0,2017,Spring,Red
Graves,Azir,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,Braum,8,0,8,1.0,0.0,2017,Spring,Blue
Gangplank,Ivern,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Leblanc,2,0,2,1.0,0.0,2017,Spring,Blue
Ivern,Zyra,10,0,10,1.0,0.0,2017,Spring,Blue
Sivir,Zyra,2,0,2,1.0,0.0,2017,Spring,Blue
LeeSin,MissFortune,12,0,12,1.0,0.0,2017,Spring,Red
Kled,LeeSin,4,4,8,0.5,0.5,2017,Spring,Blue
LeeSin,Nautilus,4,0,4,1.0,0.0,2017,Spring,Red
Jhin,Nautilus,4,0,4,1.0,0.0,2017,Spring,Red
