PERCENTDEFEAT,CHAMP1,TEAM,CHAMP1_POSITION,SEASON,YEAR,CHAMP2,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY
0.0,Gragas,Red,JUNGLER,Summer,2017,Taliyah,MID_LANER,1,0,1,1.0
1.0,Rumble,Red,TOP_LANER,Spring,2015,Gragas,JUNGLER,0,1,1,0.0
0.0,Sejuani,Red,AD_CARRY,Summer,2017,Zyra,SUPPORT,1,0,1,1.0
1,Maokai,Blue,TOP_LANER,Spring,2017,Camille,JUNGLER,0,2,2,0
0.0,Zac,Blue,JUNGLER,Summer,2017,Galio,MID_LANER,1,0,1,1.0
0,Tristana,Red,AD_CARRY,Summer,2017,Morgana,SUPPORT,1,1,2,0
0.0,Lucian,Blue,AD_CARRY,Summer,2017,Lulu,SUPPORT,1,0,1,1.0
0.0,Nunu,Blue,JUNGLER,Summer,2015,Ezreal,MID_LANER,1,0,1,1.0
0.0,DrMundo,Red,AD_CARRY,Summer,2015,Shen,SUPPORT,1,0,1,1.0
1.0,Fiddlesticks,Blue,JUNGLER,Summer,2017,Kayn,MID_LANER,0,1,1,0.0
0.0,Sejuani,Blue,JUNGLER,Spring,2015,Orianna,MID_LANER,1,0,1,1.0
1.0,Lissandra,Blue,TOP_LANER,Spring,2015,Pantheon,JUNGLER,0,1,1,0.0
0,KogMaw,Red,AD_CARRY,Summer,2014,Thresh,SUPPORT,1,1,2,0
0,Varus,Blue,AD_CARRY,Spring,2017,Nami,SUPPORT,1,1,2,0
1.0,Gragas,Red,JUNGLER,Summer,2016,JarvanIV,MID_LANER,0,1,1,0.0
0.0,Elise,Red,JUNGLER,Spring,2017,Viktor,MID_LANER,1,0,1,1.0
0.0,JarvanIV,Blue,JUNGLER,Spring,2018,Orianna,MID_LANER,1,0,1,1.0
0,Shen,Blue,TOP_LANER,Summer,2017,Gragas,JUNGLER,1,2,3,0
0.0,Maokai,Blue,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,0,1,1.0
0,JarvanIV,Blue,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,1,2,0
0.0,Twitch,Red,AD_CARRY,Summer,2014,Janna,SUPPORT,1,0,1,1.0
1,Olaf,Blue,JUNGLER,Summer,2016,Malzahar,MID_LANER,0,4,4,0
0.0,LeeSin,Red,AD_CARRY,Summer,2015,Trundle,SUPPORT,1,0,1,1.0
0.0,JarvanIV,Red,TOP_LANER,Summer,2015,RekSai,JUNGLER,1,0,1,1.0
0,Kassadin,Blue,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,1,1,2,0
1,Khazix,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,0,2,2,0
0.0,Tristana,Red,AD_CARRY,Spring,2016,Bard,SUPPORT,1,0,1,1.0
0,Khazix,Red,JUNGLER,Summer,2014,Syndra,MID_LANER,1,2,3,0
0.0,Ekko,Blue,JUNGLER,Spring,2016,Thresh,SUPPORT,1,0,1,1.0
0.0,Twitch,Blue,AD_CARRY,Summer,2016,Braum,SUPPORT,1,0,1,1.0
0,Ezreal,Blue,AD_CARRY,Spring,2017,Braum,SUPPORT,1,1,2,0
0,Varus,Red,AD_CARRY,Summer,2017,Galio,SUPPORT,1,1,2,0
0.0,Lucian,Blue,AD_CARRY,Summer,2016,Alistar,SUPPORT,1,0,1,1.0
0.0,RekSai,Red,AD_CARRY,Spring,2017,Bard,SUPPORT,1,0,1,1.0
1.0,Nidalee,Red,JUNGLER,Summer,2017,Malzahar,MID_LANER,0,1,1,0.0
0.0,Pantheon,Blue,TOP_LANER,Spring,2016,Gragas,JUNGLER,1,0,1,1.0
0,JarvanIV,Red,AD_CARRY,Summer,2014,Thresh,SUPPORT,1,1,2,0
0,JarvanIV,Red,JUNGLER,Spring,2018,Zoe,MID_LANER,1,1,2,0
0.0,Lulu,Blue,TOP_LANER,Summer,2015,Elise,JUNGLER,1,0,1,1.0
0,Trundle,Red,AD_CARRY,Spring,2016,Morgana,SUPPORT,1,1,2,0
0.0,Poppy,Blue,JUNGLER,Spring,2016,Corki,MID_LANER,1,0,1,1.0
0,Kindred,Red,JUNGLER,Summer,2016,Cassiopeia,MID_LANER,1,1,2,0
0.0,Gragas,Red,AD_CARRY,Spring,2015,Braum,SUPPORT,1,0,1,1.0
1,Tristana,Red,AD_CARRY,Summer,2016,Alistar,SUPPORT,0,2,2,0
0.0,Warwick,Blue,JUNGLER,Spring,2017,Ziggs,MID_LANER,1,0,1,1.0
0.0,Kindred,Red,JUNGLER,Spring,2016,Cassiopeia,MID_LANER,1,0,1,1.0
0,JarvanIV,Red,JUNGLER,Spring,2015,Syndra,MID_LANER,1,4,5,0
1.0,Hecarim,Blue,JUNGLER,Spring,2017,Blitzcrank,SUPPORT,0,1,1,0.0
0,Caitlyn,Red,AD_CARRY,Summer,2017,Morgana,SUPPORT,1,1,2,0
0.0,Zac,Red,AD_CARRY,Spring,2017,Morgana,SUPPORT,1,0,1,1.0
0.0,JarvanIV,Red,JUNGLER,Spring,2018,Malzahar,MID_LANER,1,0,1,1.0
0,JarvanIV,Red,JUNGLER,Spring,2015,Lissandra,MID_LANER,1,1,2,0
1.0,Olaf,Red,TOP_LANER,Summer,2015,Hecarim,JUNGLER,0,1,1,0.0
0.0,Kalista,Red,AD_CARRY,Spring,2016,Nautilus,SUPPORT,1,0,1,1.0
1.0,Skarner,Blue,JUNGLER,Spring,2018,TahmKench,SUPPORT,0,1,1,0.0
0.0,Varus,Blue,AD_CARRY,Summer,2017,Malzahar,SUPPORT,1,0,1,1.0
0,Ivern,Blue,JUNGLER,Spring,2017,Syndra,MID_LANER,1,1,2,0
1.0,JarvanIV,Blue,JUNGLER,Summer,2017,Brand,SUPPORT,0,1,1,0.0
0.0,Zac,Red,AD_CARRY,Summer,2017,Zyra,SUPPORT,1,0,1,1.0
1,Nidalee,Red,JUNGLER,Spring,2015,Lulu,MID_LANER,0,2,2,0
1.0,RekSai,Red,JUNGLER,Summer,2015,Veigar,MID_LANER,0,1,1,0.0
1.0,Sejuani,Blue,JUNGLER,Spring,2015,Leblanc,MID_LANER,0,1,1,0.0
0,Twitch,Red,AD_CARRY,Summer,2017,Rakan,SUPPORT,1,1,2,0
0,Elise,Red,AD_CARRY,Spring,2017,Nami,SUPPORT,1,2,3,0
0.0,Ashe,Blue,AD_CARRY,Spring,2017,Nautilus,SUPPORT,1,0,1,1.0
0.0,Hecarim,Blue,JUNGLER,Spring,2017,Corki,MID_LANER,1,0,1,1.0
1.0,RekSai,Blue,JUNGLER,Summer,2017,Katarina,MID_LANER,0,1,1,0.0
0.0,Gragas,Blue,JUNGLER,Spring,2015,Kassadin,MID_LANER,1,0,1,1.0
1.0,Gragas,Red,JUNGLER,Spring,2017,Zilean,MID_LANER,0,1,1,0.0
0.0,Zac,Red,JUNGLER,Spring,2017,Ryze,MID_LANER,1,0,1,1.0
1,Vi,Red,JUNGLER,Spring,2015,Kassadin,MID_LANER,0,2,2,0
1.0,Zac,Blue,JUNGLER,Spring,2018,Janna,SUPPORT,0,1,1,0.0
0.0,Nocturne,Blue,JUNGLER,Spring,2016,Alistar,SUPPORT,1,0,1,1.0
0,Maokai,Red,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,1,2,0
0.0,Hecarim,Blue,JUNGLER,Summer,2016,Lulu,SUPPORT,1,0,1,1.0
0.0,Warwick,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,0,1,1.0
0.0,RekSai,Red,JUNGLER,Summer,2017,Taliyah,MID_LANER,1,0,1,1.0
0,Poppy,Red,TOP_LANER,Spring,2016,Nidalee,JUNGLER,1,3,4,0
0.0,Olaf,Red,JUNGLER,Summer,2017,Katarina,MID_LANER,1,0,1,1.0
1.0,Rengar,Red,AD_CARRY,Summer,2017,Rakan,SUPPORT,0,1,1,0.0
0.0,Lucian,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Olaf,Blue,JUNGLER,Spring,2017,Ekko,MID_LANER,0,1,1,0.0
1,LeeSin,Red,JUNGLER,Summer,2017,Fizz,MID_LANER,0,2,2,0
0,Maokai,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,1,2,0
0.0,Khazix,Red,JUNGLER,Summer,2017,Orianna,MID_LANER,1,0,1,1.0
1.0,Kindred,Blue,JUNGLER,Spring,2016,Velkoz,MID_LANER,0,1,1,0.0
0.0,LeeSin,Red,AD_CARRY,Spring,2015,Janna,SUPPORT,1,0,1,1.0
0.0,DrMundo,Blue,JUNGLER,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
0,Ezreal,Red,AD_CARRY,Spring,2017,Zilean,SUPPORT,1,1,2,0
0,Corki,Blue,AD_CARRY,Spring,2016,Morgana,SUPPORT,1,1,2,0
0.0,Lissandra,Blue,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2017,Nami,SUPPORT,1,0,1,1.0
0.0,Tristana,Red,AD_CARRY,Spring,2016,TahmKench,SUPPORT,1,0,1,1.0
1.0,Zac,Blue,JUNGLER,Spring,2015,Diana,MID_LANER,0,1,1,0.0
0.0,Rengar,Blue,JUNGLER,Spring,2017,Brand,SUPPORT,1,0,1,1.0
0,Varus,Blue,AD_CARRY,Spring,2018,Alistar,SUPPORT,1,1,2,0
0,JarvanIV,Red,TOP_LANER,Summer,2015,Gragas,JUNGLER,1,1,2,0
0.0,Nunu,Red,JUNGLER,Spring,2015,Malzahar,MID_LANER,1,0,1,1.0
1.0,LeeSin,Red,JUNGLER,Spring,2016,Yasuo,MID_LANER,0,1,1,0.0
0.0,Maokai,Blue,JUNGLER,Summer,2017,Leblanc,MID_LANER,1,0,1,1.0
0.0,Gragas,Blue,JUNGLER,Spring,2017,Thresh,SUPPORT,1,0,1,1.0
0.0,Kalista,Red,AD_CARRY,Summer,2017,Maokai,SUPPORT,1,0,1,1.0
1.0,Swain,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,0,1,1,0.0
0,Maokai,Red,TOP_LANER,Summer,2015,JarvanIV,JUNGLER,1,1,2,0
0.0,RekSai,Blue,JUNGLER,Summer,2015,Braum,SUPPORT,1,0,1,1.0
0,Elise,Red,AD_CARRY,Spring,2016,Nautilus,SUPPORT,1,1,2,0
0,Ashe,Red,AD_CARRY,Spring,2017,Brand,SUPPORT,1,1,2,0
1.0,Skarner,Red,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,0,1,1,0.0
0,RekSai,Red,JUNGLER,Spring,2017,Karma,MID_LANER,1,1,2,0
1.0,Hecarim,Red,JUNGLER,Summer,2015,Lulu,MID_LANER,0,1,1,0.0
0,RekSai,Red,JUNGLER,Summer,2017,Karma,MID_LANER,1,5,6,0
0.0,DrMundo,Red,JUNGLER,Spring,2015,Lissandra,MID_LANER,1,0,1,1.0
0.0,Irelia,Blue,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,1,0,1,1.0
1.0,LeeSin,Red,TOP_LANER,Summer,2017,Pantheon,JUNGLER,0,1,1,0.0
0,Corki,Blue,AD_CARRY,Spring,2015,Janna,SUPPORT,1,1,2,0
0,Elise,Blue,JUNGLER,Summer,2016,TahmKench,SUPPORT,1,2,3,0
1.0,Lulu,Red,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,0,1,1,0.0
1,Kindred,Blue,JUNGLER,Spring,2016,Varus,MID_LANER,0,2,2,0
1.0,Mordekaiser,Red,AD_CARRY,Spring,2017,Blitzcrank,SUPPORT,0,1,1,0.0
1.0,Caitlyn,Blue,AD_CARRY,Summer,2017,Camille,SUPPORT,0,1,1,0.0
0,RekSai,Blue,JUNGLER,Summer,2016,Braum,SUPPORT,1,1,2,0
0.0,Khazix,Red,JUNGLER,Summer,2014,Katarina,MID_LANER,1,0,1,1.0
0.0,Shen,Red,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,1,0,1,1.0
1.0,JarvanIV,Red,JUNGLER,Spring,2018,Swain,MID_LANER,0,1,1,0.0
0,Trundle,Blue,TOP_LANER,Spring,2016,Elise,JUNGLER,1,1,2,0
0.0,Sion,Red,TOP_LANER,Spring,2016,RekSai,JUNGLER,1,0,1,1.0
0,Zac,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,1,2,3,0
0.0,Lissandra,Red,TOP_LANER,Spring,2015,Rengar,JUNGLER,1,0,1,1.0
0.0,Ivern,Red,JUNGLER,Summer,2017,Orianna,MID_LANER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Summer,2016,Lissandra,MID_LANER,1,0,1,1.0
0.0,Draven,Blue,AD_CARRY,Summer,2016,Bard,SUPPORT,1,0,1,1.0
0.0,Shaco,Red,TOP_LANER,Summer,2017,Lulu,JUNGLER,1,0,1,1.0
0,Nidalee,Blue,JUNGLER,Spring,2015,Ezreal,MID_LANER,1,1,2,0
0.0,Jax,Red,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,0,1,1.0
0,Graves,Blue,JUNGLER,Summer,2016,Karma,MID_LANER,1,1,2,0
1.0,Yasuo,Red,TOP_LANER,Summer,2016,Gragas,JUNGLER,0,1,1,0.0
1.0,Ekko,Blue,JUNGLER,Summer,2015,Velkoz,MID_LANER,0,1,1,0.0
0,Fizz,Blue,TOP_LANER,Summer,2016,Gragas,JUNGLER,1,1,2,0
0.0,Jinx,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Ryze,Red,TOP_LANER,Summer,2016,Hecarim,JUNGLER,0,1,1,0.0
1.0,Camille,Red,TOP_LANER,Summer,2017,Graves,JUNGLER,0,1,1,0.0
1,Kalista,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,0,2,2,0
0.0,Rumble,Blue,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,0,1,1.0
0.0,Vayne,Blue,AD_CARRY,Summer,2015,Braum,SUPPORT,1,0,1,1.0
0.0,Olaf,Blue,TOP_LANER,Spring,2016,Graves,JUNGLER,1,0,1,1.0
1.0,Graves,Red,AD_CARRY,Summer,2014,Janna,SUPPORT,0,1,1,0.0
0.0,Olaf,Blue,JUNGLER,Spring,2017,Orianna,MID_LANER,1,0,1,1.0
0,LeeSin,Red,JUNGLER,Spring,2016,Azir,MID_LANER,1,1,2,0
0.0,Sivir,Blue,AD_CARRY,Summer,2016,Janna,SUPPORT,1,0,1,1.0
1.0,Sivir,Red,AD_CARRY,Spring,2015,Maokai,SUPPORT,0,1,1,0.0
0,RekSai,Red,JUNGLER,Spring,2016,Kassadin,MID_LANER,1,2,3,0
0.0,Tristana,Red,AD_CARRY,Summer,2017,Zyra,SUPPORT,1,0,1,1.0
0.0,Nidalee,Red,JUNGLER,Spring,2016,Corki,MID_LANER,1,0,1,1.0
0.0,Ashe,Blue,AD_CARRY,Summer,2017,Nautilus,SUPPORT,1,0,1,1.0
0,Nidalee,Red,AD_CARRY,Summer,2016,Taric,SUPPORT,1,1,2,0
0.0,RekSai,Blue,JUNGLER,Spring,2017,Leona,SUPPORT,1,0,1,1.0
0.0,Kled,Blue,TOP_LANER,Summer,2017,Maokai,JUNGLER,1,0,1,1.0
0.0,Cassiopeia,Blue,TOP_LANER,Summer,2017,JarvanIV,JUNGLER,1,0,1,1.0
1.0,Aatrox,Red,TOP_LANER,Summer,2016,JarvanIV,JUNGLER,0,1,1,0.0
0,Graves,Blue,JUNGLER,Summer,2017,TahmKench,SUPPORT,1,3,4,0
0.0,Sivir,Blue,AD_CARRY,Summer,2015,Janna,SUPPORT,1,0,1,1.0
0.0,Elise,Red,JUNGLER,Spring,2016,Azir,MID_LANER,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2017,Anivia,MID_LANER,1,0,1,1.0
0,RekSai,Red,JUNGLER,Summer,2015,Lulu,MID_LANER,1,2,3,0
0.0,Ekko,Blue,JUNGLER,Summer,2015,Bard,SUPPORT,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2016,Vladimir,MID_LANER,1,0,1,1.0
0.0,Xayah,Blue,AD_CARRY,Spring,2018,Braum,SUPPORT,1,0,1,1.0
0,Gragas,Red,AD_CARRY,Spring,2015,Leona,SUPPORT,1,1,2,0
0,Kled,Blue,TOP_LANER,Summer,2017,LeeSin,JUNGLER,1,1,2,0
1,Udyr,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,0,2,2,0
1.0,Sion,Red,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,0,1,1,0.0
1.0,Ekko,Blue,JUNGLER,Summer,2016,Swain,MID_LANER,0,1,1,0.0
0.0,Graves,Red,AD_CARRY,Summer,2016,Trundle,SUPPORT,1,0,1,1.0
0,Jayce,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,1,2,0
0,Lulu,Blue,TOP_LANER,Spring,2016,Kindred,JUNGLER,1,2,3,0
0.0,Zac,Blue,JUNGLER,Spring,2015,Nami,SUPPORT,1,0,1,1.0
1.0,Maokai,Blue,TOP_LANER,Spring,2016,Sejuani,JUNGLER,0,1,1,0.0
0.0,Lucian,Red,AD_CARRY,Spring,2017,Gragas,SUPPORT,1,0,1,1.0
0,Poppy,Blue,TOP_LANER,Spring,2017,Elise,JUNGLER,1,1,2,0
0,LeeSin,Red,JUNGLER,Summer,2017,Karma,MID_LANER,1,1,2,0
0,Trundle,Red,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,1,2,0
1.0,Lulu,Red,AD_CARRY,Spring,2015,Alistar,SUPPORT,0,1,1,0.0
0,Gragas,Red,JUNGLER,Spring,2016,Corki,MID_LANER,1,1,2,0
0.0,Caitlyn,Blue,AD_CARRY,Summer,2015,Lulu,SUPPORT,1,0,1,1.0
0,Jhin,Red,AD_CARRY,Spring,2017,TahmKench,SUPPORT,1,2,3,0
0.0,Khazix,Blue,JUNGLER,Summer,2017,Morgana,SUPPORT,1,0,1,1.0
0,Caitlyn,Blue,AD_CARRY,Summer,2017,Alistar,SUPPORT,1,1,2,0
1.0,Elise,Blue,JUNGLER,Spring,2018,Xerath,MID_LANER,0,1,1,0.0
0,Jhin,Red,AD_CARRY,Spring,2017,Braum,SUPPORT,1,2,3,0
0,Tristana,Red,AD_CARRY,Summer,2014,Nami,SUPPORT,1,2,3,0
1.0,Zac,Red,JUNGLER,Summer,2017,Diana,MID_LANER,0,1,1,0.0
1.0,Udyr,Red,JUNGLER,Spring,2016,Fizz,MID_LANER,0,1,1,0.0
0.0,Gragas,Red,JUNGLER,Spring,2016,Zilean,MID_LANER,1,0,1,1.0
0.0,Camille,Blue,JUNGLER,Spring,2017,Ahri,MID_LANER,1,0,1,1.0
0.0,Ashe,Red,AD_CARRY,Summer,2016,MissFortune,SUPPORT,1,0,1,1.0
1.0,Nidalee,Red,AD_CARRY,Summer,2015,Trundle,SUPPORT,0,1,1,0.0
0,Elise,Blue,JUNGLER,Spring,2017,Jayce,MID_LANER,1,3,4,0
1,Rumble,Blue,TOP_LANER,Summer,2015,Nidalee,JUNGLER,0,2,2,0
0.0,Ekko,Red,TOP_LANER,Spring,2017,Gragas,JUNGLER,1,0,1,1.0
1.0,Rengar,Red,TOP_LANER,Spring,2017,Nidalee,JUNGLER,0,1,1,0.0
0.0,Nidalee,Red,JUNGLER,Summer,2016,Cassiopeia,MID_LANER,1,0,1,1.0
0.0,Elise,Red,AD_CARRY,Spring,2016,Leona,SUPPORT,1,0,1,1.0
1.0,Rengar,Blue,JUNGLER,Spring,2018,Thresh,SUPPORT,0,1,1,0.0
0.0,Vi,Red,JUNGLER,Spring,2015,Orianna,MID_LANER,1,0,1,1.0
1.0,Jayce,Red,TOP_LANER,Summer,2016,Zac,JUNGLER,0,1,1,0.0
0.0,Poppy,Red,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Summer,2016,Nami,SUPPORT,1,0,1,1.0
0.0,Lulu,Red,AD_CARRY,Summer,2017,Gragas,SUPPORT,1,0,1,1.0
1.0,Vayne,Blue,AD_CARRY,Summer,2017,Rakan,SUPPORT,0,1,1,0.0
0.0,Ashe,Red,AD_CARRY,Summer,2016,Nami,SUPPORT,1,0,1,1.0
0,Draven,Red,AD_CARRY,Summer,2015,Braum,SUPPORT,1,1,2,0
0.0,Gragas,Blue,JUNGLER,Summer,2015,Anivia,MID_LANER,1,0,1,1.0
0.0,Camille,Red,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,0,1,1.0
1.0,Akali,Red,TOP_LANER,Summer,2017,RekSai,JUNGLER,0,1,1,0.0
1.0,Zac,Blue,JUNGLER,Spring,2015,Leblanc,MID_LANER,0,1,1,0.0
0.0,RekSai,Blue,JUNGLER,Spring,2015,Xerath,MID_LANER,1,0,1,1.0
1.0,Ekko,Red,JUNGLER,Summer,2015,Ahri,MID_LANER,0,1,1,0.0
0.0,Sion,Blue,TOP_LANER,Spring,2015,Nunu,JUNGLER,1,0,1,1.0
0,Rengar,Blue,JUNGLER,Summer,2017,Syndra,MID_LANER,1,5,6,0
0.0,Trundle,Red,TOP_LANER,Summer,2016,Olaf,JUNGLER,1,0,1,1.0
0.0,Irelia,Red,TOP_LANER,Spring,2015,Maokai,JUNGLER,1,0,1,1.0
0,Elise,Red,AD_CARRY,Spring,2017,Lulu,SUPPORT,1,1,2,0
0,Renekton,Red,TOP_LANER,Spring,2017,Graves,JUNGLER,1,2,3,0
0.0,Elise,Blue,JUNGLER,Summer,2015,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,LeeSin,Red,JUNGLER,Summer,2015,Zed,MID_LANER,0,1,1,0.0
1.0,LeeSin,Blue,JUNGLER,Spring,2016,Ezreal,MID_LANER,0,1,1,0.0
0.0,Camille,Blue,TOP_LANER,Spring,2018,Sejuani,JUNGLER,1,0,1,1.0
0,Poppy,Red,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,1,2,0
1.0,Kalista,Blue,AD_CARRY,Summer,2017,Karma,SUPPORT,0,1,1,0.0
0.0,Gragas,Red,JUNGLER,Summer,2017,Orianna,MID_LANER,1,0,1,1.0
1.0,Jax,Blue,JUNGLER,Spring,2018,Taric,SUPPORT,0,1,1,0.0
0.0,Ashe,Blue,AD_CARRY,Summer,2016,Veigar,SUPPORT,1,0,1,1.0
0,Gnar,Blue,TOP_LANER,Spring,2018,Sejuani,JUNGLER,1,1,2,0
1.0,Gnar,Blue,TOP_LANER,Spring,2018,Shyvana,JUNGLER,0,1,1,0.0
0.0,Gangplank,Blue,TOP_LANER,Spring,2017,Zac,JUNGLER,1,0,1,1.0
0.0,Ashe,Blue,AD_CARRY,Spring,2016,Braum,SUPPORT,1,0,1,1.0
0,Graves,Blue,JUNGLER,Summer,2016,Lulu,MID_LANER,1,1,2,0
1.0,Tristana,Red,AD_CARRY,Spring,2018,Morgana,SUPPORT,0,1,1,0.0
0.0,Tristana,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Sejuani,Blue,JUNGLER,Summer,2017,Xerath,MID_LANER,0,1,1,0.0
0,LeeSin,Red,JUNGLER,Spring,2017,Leblanc,MID_LANER,1,2,3,0
0,Caitlyn,Blue,AD_CARRY,Summer,2016,Nami,SUPPORT,1,2,3,0
1.0,Kindred,Red,JUNGLER,Spring,2016,Veigar,MID_LANER,0,1,1,0.0
0,Corki,Red,AD_CARRY,Summer,2015,Janna,SUPPORT,1,2,3,0
0.0,Rengar,Blue,JUNGLER,Spring,2017,Talon,MID_LANER,1,0,1,1.0
0,Corki,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,1,2,0
0.0,Poppy,Red,AD_CARRY,Summer,2017,Janna,SUPPORT,1,0,1,1.0
1.0,Graves,Red,AD_CARRY,Spring,2017,Janna,SUPPORT,0,1,1,0.0
0,Ekko,Blue,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,3,4,0
0.0,Kalista,Blue,AD_CARRY,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,Elise,Red,AD_CARRY,Spring,2017,Sona,SUPPORT,1,0,1,1.0
1.0,Shen,Red,TOP_LANER,Spring,2016,Gragas,JUNGLER,0,1,1,0.0
0,Xayah,Blue,AD_CARRY,Summer,2017,Taric,SUPPORT,1,1,2,0
0.0,XinZhao,Red,JUNGLER,Spring,2018,Azir,MID_LANER,1,0,1,1.0
0.0,Gangplank,Red,TOP_LANER,Spring,2016,Poppy,JUNGLER,1,0,1,1.0
0.0,Rengar,Blue,JUNGLER,Summer,2014,Janna,SUPPORT,1,0,1,1.0
0,Urgot,Blue,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,3,4,0
0,MissFortune,Blue,AD_CARRY,Spring,2016,Trundle,SUPPORT,1,2,3,0
0.0,Fiora,Blue,TOP_LANER,Summer,2017,Sejuani,JUNGLER,1,0,1,1.0
0.0,Ekko,Blue,JUNGLER,Spring,2017,Kalista,SUPPORT,1,0,1,1.0
0.0,Corki,Blue,AD_CARRY,Summer,2015,Morgana,SUPPORT,1,0,1,1.0
1.0,Sion,Blue,TOP_LANER,Summer,2015,RekSai,JUNGLER,0,1,1,0.0
0.0,Rengar,Blue,JUNGLER,Summer,2017,Vladimir,MID_LANER,1,0,1,1.0
0.0,JarvanIV,Blue,TOP_LANER,Summer,2015,RekSai,JUNGLER,1,0,1,1.0
0.0,Graves,Red,AD_CARRY,Spring,2017,MissFortune,SUPPORT,1,0,1,1.0
0,Nautilus,Red,TOP_LANER,Spring,2016,Gragas,JUNGLER,1,1,2,0
0.0,Sejuani,Red,AD_CARRY,Spring,2018,Janna,SUPPORT,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2015,Ezreal,MID_LANER,1,1,2,0
0.0,Gragas,Red,TOP_LANER,Spring,2017,Nunu,JUNGLER,1,0,1,1.0
0,Gragas,Blue,JUNGLER,Spring,2016,Ahri,MID_LANER,1,1,2,0
1,Elise,Blue,JUNGLER,Summer,2016,Gangplank,MID_LANER,0,2,2,0
0.0,Jax,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,0,1,1.0
0,Malphite,Red,TOP_LANER,Summer,2016,Gragas,JUNGLER,1,1,2,0
0,Evelynn,Red,AD_CARRY,Summer,2015,Braum,SUPPORT,1,1,2,0
0.0,Maokai,Blue,TOP_LANER,Summer,2015,JarvanIV,JUNGLER,1,0,1,1.0
0,RekSai,Blue,JUNGLER,Summer,2016,Trundle,SUPPORT,1,3,4,0
1.0,JarvanIV,Red,AD_CARRY,Summer,2015,Janna,SUPPORT,0,1,1,0.0
0.0,Ashe,Blue,AD_CARRY,Summer,2015,Nautilus,SUPPORT,1,0,1,1.0
1,LeeSin,Red,JUNGLER,Spring,2018,Ryze,MID_LANER,0,2,2,0
0,Graves,Blue,JUNGLER,Spring,2017,TahmKench,SUPPORT,1,1,2,0
0,Elise,Blue,JUNGLER,Summer,2017,Taric,SUPPORT,1,1,2,0
0.0,Gnar,Red,TOP_LANER,Spring,2015,Aatrox,JUNGLER,1,0,1,1.0
0.0,Graves,Red,JUNGLER,Summer,2017,Ahri,MID_LANER,1,0,1,1.0
0,Nidalee,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,2,3,0
0.0,Olaf,Red,JUNGLER,Summer,2016,TwistedFate,MID_LANER,1,0,1,1.0
0,Malphite,Red,TOP_LANER,Spring,2016,Rumble,JUNGLER,1,1,2,0
0.0,Maokai,Red,TOP_LANER,Spring,2018,RekSai,JUNGLER,1,0,1,1.0
1,Rumble,Red,TOP_LANER,Summer,2017,Ivern,JUNGLER,0,2,2,0
0.0,Rumble,Blue,TOP_LANER,Summer,2014,Khazix,JUNGLER,1,0,1,1.0
1.0,Irelia,Red,TOP_LANER,Spring,2015,Sejuani,JUNGLER,0,1,1,0.0
